lk,jrk,ID,takte,eeltakt,mõõt,maakond,Aasta,,kogujad,viide,SX,tekst,Attn,kogujad,maakond,maakond,kogujad,kogutud viise,taktimõõdud,,,tekst
,84,0084-r,8,,2/4,Ridala,,,Kreek-Mudda,29,,"Ma-ri o-li mai-as maa-si-ku-le, kut-sus poi-sid kuu-si-kus-se, ah-vat-les nad haa-vi-kus-se, to-a ta-ha tam-mi-kus-se.",,Kreek-Mudda (29),84. Ridala,Puhja,,1365,,,,"Mari oli maias maasikule, kutsus poisid kuusikusse, ahvatles nad haavikusse, toa taha tammikusse."
,85,0085-r,4,,2/4,Kadrina,,,Sõster-Rosenstrauch,13,,"Sõu-a, kii-ke, jõu-a, kii-ke, sõu-a, kii-ke, kõr-ge-e-ni.",,Sõster-Rosenstrauch (13),85. Kadrina,Puugnitsa,,1365,,,,"Sõua, kiike, jõua, kiike, sõua, kiike, kõrgeeni."
,86,0086-r,4,,2/4,Jõhvi,,,Penna-Sildnik,10,a,Vänd-ra met-sas Pär-nu-maal ...,,Penna-Sildnik (10) a,86. Jõhvi,Puugnitsa küla,,1365,,,,Vändra metsas Pärnumaal ...
13,87,0087-r,4,,2/4,Saaremaa,,,Hermann,155,,"Te-re, te-re, pe-re-ke-ne, te-re, pe-re-me-he-ke-ne.",,Hermann (155),87. Saaremaa,Rakvere,,1365,,,,"Tere, tere, perekene, tere, peremehekene."
,88,0088-r,2,,2/4,Juuru,,,R.Kohelik,270,,Oh mi-na vae-ne or-ja nai-ne.,,R.Kohelik (270),88. Juuru,Rakvere ja Haljala,,1365,,,,Oh mina vaene orja naine.
,89,0089-r,4,,2/4,Simititsa,,,Penna-Luud,21,,"E: Rups, rups, mar-di-ke-ne, K:Seer, seer, san-di-ke-ne.",,Penna-Luud (21),89. Simititsa,Rannu,,1365,,,,"E: Rups, rups, mardikene, K:Seer, seer, sandikene."
,90,0090-r,2,,2/4,Harju-Jaani,,,K.Viljak,17,,"Nõt-ku, nõt-ku, nõe-la-ke-ne.",,K.Viljak (17),90. Harju-Jaani,Räpina,,1365,,,,"Nõtku, nõtku, nõelakene."
,91,0091-r,4,,2/4,Kuusalu,,,Viljak-Vilberg,153,,"Küll mi-na tun-nen see-gi pei-gu, küll mi-na tun-nen see-gi pei-gu.",,Viljak-Vilberg (153),91. Kuusalu,"Räpina, Vastseliina ja Rõuge",,1365,,,,"Küll mina tunnen seegi peigu, küll mina tunnen seegi peigu."
,92,0092-r,4,,2/4,Pilistvere,,,Saar-Siimer,74,,"O-leks ma u-nes-ki näi-nud, tuk-ku-des mul tul-nud mee-le.",,Saar-Siimer (74),92. Pilistvere,Rapla,,1365,,,,"Oleks ma uneski näinud, tukkudes mul tulnud meele."
,93,0093-r,4,,2/4,Paistu,,,Aavik-Sakeus,11,,"Oh o-nu, kul-la kuul-ja-ke-ne, i-sand, hel-la sak-sa-ke-ne.",,Aavik-Sakeus (11),93. Paistu,Ridala,,1365,,,,"Oh onu, kulla kuuljakene, isand, hella saksakene."
,94,0094-r,4,,2/4,Jõhvi,,,Penna-Sildnik,13,a,Mul o-li väi-ke ven-na-ke ne ...,,Penna-Sildnik (13) a,94. Jõhvi,Risti,,1365,,,,Mul oli väike vennake ne ...
14,95,0095-r,4,,2/4,Järvamaa,,,Penna-Rosenstrauch,101,a,Las-ke sis-se mar-di-san-did: Mar-di küü-ned kül-me-ta-vad.,,Penna-Rosenstrauch (101) a,95. Järvamaa,Rõngu,,1365,,,,Laske sisse mardisandid: Mardi küüned külmetavad.
,96,0096-r,4,,2/4,Rõuge,1909,,J.Gutves,28,,"Mi-na tun-nä tui-ma nei-o, mi-nä nä-e nä-lät-se:
tui-mal kiu-sõ tut-sa-ke-ne, viha-säl sil-mä ve-sit-se.",,J.Gutves (28),"96. Rõuge, 1909",Rõuge,,1365,,,,"Mina tunnä tuima neio, minä näe nälätse:
tuimal kiusõ tutsakene, vihasäl silmä vesitse."
,97,0097-r,4,,2/4,Koeru,,,Välbe-Martin-Rosenstrauch,8,,"Oh si-na hu-mal hul-lu-ke-ne, ta-pu-til-ge til-lu-ke-ne.",,Välbe-Martin-Rosenstrauch (8),97. Koeru,Saarde,,1365,,,,"Oh sina humal hullukene, taputilge tillukene."
,98,0098-r,4,,2/4,Järva-Madise,,,P.Penna,90/4,,"Neit-si-ke-ne, noo-ru-ke-ne, mis sa kar-dad _ _ mul-le tul-la?",,P.Penna (90/4),98. Järva-Madise,Saaremaa,,1365,,,,"Neitsikene, noorukene, mis sa kardad mulle tulla?"
,99,0099-r,4,,2/4,Koeru,,,Välbe-Martin-Rosenstrauch,5,,"Mis sa, si-ti-kas, si-ri-sed, po-ri-kär-bes mis po-ri-sed?",,Välbe-Martin-Rosenstrauch (5),99. Koeru,Sangaste,,1365,,,,"Mis sa, sitikas, sirised, porikärbes mis porised?"
,100,0100-r,4,,2/4,Vändra,,,Saar,1,,Pe-aks mõi-sa här-ra tead-ma se-da il-ma vil-ja hul-ka.,,Saar (1),100. Vändra,Setumaa,,1365,,,,Peaks mõisa härra teadma seda ilma vilja hulka.
,101,0101-r,4,,2/4,Simuna,,,Siimer-Rosenstrauch,25,,"Oi-e, oi-e hoo-le-rät-te, va-ras võt-sin vae-va-rät-te.",,Siimer-Rosenstrauch (25),101. Simuna,"Setumaa, Meekseküla",,1365,,,,"Oie, oie hoolerätte, varas võtsin vaevarätte."
,102,0102-r,4,,2/4,Ambla,,,J.Välbe,196,,"Läk-sin lil-ler-des te-o-le, va-gu a'a-des vai-ni-ul-le.",,J.Välbe (196),102. Ambla,"Setumaa, Raakvaküla",,1365,,,,"Läksin lillerdes teole, vagu a'ades vainiulle."
15,103,0103-r,2,,6/8,Jõelehtme,,,K.Viljak,34,,Läh-me _ _ _ mer-da _ _ _ püh-ki---mai-e.,,K.Viljak (34),103. Jõelehtme,Simititsa,,1365,,,,Lähme merda pühkimaie.
,104,0104-r,8,,2/4,Kadrina,,,K.Viljak,19,,"Kar-ja-ne kao-tas kar-ja -ä-ä, a'as a-ga min-da ot-si-mai-e.
U-du-sel-la hom-mi-kul-la u-du rik-kus uu-e kuu-e.",,K.Viljak (19),104. Kadrina,Simuna,,1365,,,,"Karjane kaotas karja ää, a'as aga minda otsimaie.
Udusella hommikulla udu rikkus uue kuue."
,105,0105-r,4,,2/4,Alatskivi,,,Liiv-Raja,60,,Las-ke sis--se san-di Mär-ti: Mär-di küü-ned kül-me-ta-vad.,,Liiv-Raja (60),105. Alatskivi,Suure-Jaani,,1365,,,,Laske sisse sandi Märti: Märdi küüned külmetavad.
,106,0106-r,4,,2/4,Puhja,,,Pehka-Eisenschmidt,13,,"Lät-si ma til-lu-ke te-o-le, väi-ke _ _ mõi-sa väl-ja pää-le.",,Pehka-Eisenschmidt (13),106. Puhja,Suure-Jaani ja Paistu,,1365,,,,"Lätsi ma tilluke teole, väike mõisa välja pääle."
,107,0107-r,4,,2/4,Kuusalu,,,Viljak-Vilberg,200,,"Künd-sin va-od val-ge-jel-la, tei-sed päe-va om-mi-kul-la.",,Viljak-Vilberg (200),107. Kuusalu,Tartu,,1365,,,,"Kündsin vaod valgejella, teised päeva ommikulla."
,108,0108-r,4,,2/4,Järva-Madise,,,P.Penna,7,,"Se-pa-ke-ne, sel-li-ke-ne, tee mull' ti-nast til-li-ke-ne.",,P.Penna (7),108. Järva-Madise,Tartu ja Paistu,,1365,,,,"Sepakene, sellikene, tee mull' tinast tillikene."
,109,0109-r,4,,2/4,Simuna,,,Siimer-Rosenstrauch,35,,"Va-res vaa-kus vah-te-ris-sa, per-se pik-ka pih-la-kas-sa.",,Siimer-Rosenstrauch (35),109. Simuna,Tartu-Maarja,,1365,,,,"Vares vaakus vahterissa, perse pikka pihlakassa."
16,110,0110-r,4,,2/4,Simititsa,,,Penna-Luud,65,,"Mi-nu kurk on kuive-ta-nud, kõ-ri roog on roos-te-ta-nud.",,Penna-Luud (65),110. Simititsa,Tartumaa,,1365,,,,"Minu kurk on kuivetanud, kõri roog on roostetanud."
,111,0111-r,4,,2/4,Harju-Jaani,,,Viljak-Vilberg,7,[28],"Lä-he a-ga Lä-ti teed e-da-si, tu-len a-ga Tar-tu teed ta-ga-si.",,Viljak-Vilberg (7) [28],111. Harju-Jaani,Tarvastu,,1365,,,,"Lähe aga Läti teed edasi, tulen aga Tartu teed tagasi."
,112,0112-r,4,,2/4,Karksi,,,Aavik-Sakeus,78 c,,-,,Aavik-Sakeus (78 c),112. Karksi,Tori,,1365,,,,
,113,0113-r,8,,2/4,Koeru,,,J.Sõster,4,,"Saa, _ _ saa, _ _ sa-ju-ke-ne, vee-re, vee-re, vih-mu-ke-ne,
tu-le tae-vast hil-ju-kes-ta, kas-ta mei-e vil-ju-kes-ta.",,J.Sõster (4),113. Koeru,Torma,,1365,,,,"Saa, saa, sajukene, veere, veere, vihmukene,
tule taevast hiljukesta, kasta meie viljukesta."
,114,0114-r,6,,2/4,Räpina,1877,,Lähteenkorva,275,,"E: Oi, e-ga to-hi lau-lu laul-da, K: Oi, e-fa to-hi lau-lu laul-da, e-ga ju to-hi lau-lu laul-da.",,Lähteenkorva (275),"114. Räpina, 1877",Torma-Lohusoo,,1365,,,,"E: Oi, ega tohi laulu laulda, K: Oi, efa tohi laulu laulda, ega ju tohi laulu laulda."
,115,0115-r,2,,6/8,Kadrina,,,K.Viljak,89,,"Pill-hüü-dis pi-nu ta-ga, to-ru hüü-dis to-a ta-ga.",,K.Viljak (89),115. Kadrina,Tõstamaa,,1365,,,,"Pillhüüdis pinu taga, toru hüüdis toa taga."
17,116,0116-r,4,,2/4,Järvamaa,,,Penna-Rosenstrauch,149,,"Too-ge kul-pi, ma ku-sek-sin, lee-me-liu-da, ma la-sek-sin.",,Penna-Rosenstrauch (149),116. Järvamaa,Türi,,1365,,,,"Tooge kulpi, ma kuseksin, leemeliuda, ma laseksin."
,117,0117-r,4,,2/4,Ambla,,,J.Välbe,104,,"Kil-ter, kub-jas, ai-da-mees, väl-ja-va-hi-va-na-mees.",,J.Välbe (104),117. Ambla,Urvaste,,1365,,,,"Kilter, kubjas, aidamees, väljavahivanamees."
,118,0118-r,2,,6/8,Koeru,,,J.Sõster,27,[49],"Kii-as, kii-as, kii-ge-ke-ne.",,J.Sõster (27) [49],118. Koeru,Väike-Maarja,,1365,,,,"Kiias, kiias, kiigekene."
,119,0119-r,2,,6/8,Koeru,,,M.Sõster,32,,Kui ma hak-kan lau-le-mai-e.,,M.Sõster (32),119. Koeru,Vaivara,,1365,,,,Kui ma hakkan laulemaie.
,120,0120-r,4,,6/8,Viru-Jaagupist,,,J.Sollmann,13,,"Tul-ge kii-ge-le, kü-la nai-sed, too-ge ka--nad, too-ge mu-nad.",,J.Sollmann (13),120. Viru-Jaagupist,Valguta,,1365,,,,"Tulge kiigele, küla naised, tooge kanad, tooge munad."
,121,0121-r,4,,2/4,Suure-Jaani,,,Saar-Siimer,112,,"Läh-me, hel-lad, käi-me, vel-led, läh-me, hel-lad, käi-me, vel-led.",,Saar-Siimer (112),121. Suure-Jaani,Vändra,,1365,,,,"Lähme, hellad, käime, velled, lähme, hellad, käime, velled."
,122,0122-r,2,,6/8,Väike-Maarja,,,P.Penna,200,,"Kii-ge-le, kii-ge-le, kü-la nai-sed.",,P.Penna (200),122. Väike-Maarja,Vastseliina,,1365,,,,"Kiigele, kiigele, küla naised."
,123,0123-r,4,,2/4,Simititsa,,,Penna-Luud,51,,"Te-re, te-re, uu-ed lan-gud ...",,Penna-Luud (51),123. Simititsa,"Vastseliina, Mauriküla",,1365,,,,"Tere, tere, uued langud ..."
,124,0124-r,8,,2/4,Koeru ja Järva-Jaani,,,Martin-Rosenstrauch,208,,Pe-re-mees pe-re-me-he-ke _ _ ...,,Martin-Rosenstrauch (208),124. Koeru ja Järva-Jaani,Viljandi,,1365,,,,Peremees peremeheke ...
18,125,0125-r,4,,2/4,Türi,,,Siimer,78,,"Taht-sin min-na tal-gu-sel-le, ruk-ki pul-mi-da pi-da-ma.",,Siimer (78),125. Türi,Viljandi kih,,1365,,,,"Tahtsin minna talguselle, rukki pulmida pidama."
,126,0126-r,4,,2/4,Simuna,,,Siimer-Rosenstrauch,17,,"Oi oi oi oi od-rad, kae-rad, kes teid lõi-kab tei-ne aas-ta.",,Siimer-Rosenstrauch (17),126. Simuna,"Viljandi, Paistu",,1365,,,,"Oi oi oi oi odrad, kaerad, kes teid lõikab teine aasta."
,127,0127-r,4,,2/4,Jamaja,,,"F.Talvik, S.Talvik",63,,"I-me-lik o-li mei-e ei-du, i-me-lik o-li mei-e aa-ti.",,"F.Talvik, S.Talvik (63)",127. Jamaja,Viru-Jaagupist,,1365,,,,"Imelik oli meie eidu, imelik oli meie aati."
,128,0128-r,4,,2/4,Tarvastu,,,Jaan Müür,2,,"Lää-me ai-ta eh-ti-mai-e, ü-le õu-e uu-si ai-ta...",,Jaan Müür (2),128. Tarvastu,Viru-Nigula,,1365,,,,"Lääme aita ehtimaie, üle õue uusi aita..."
,129,0129-r,4,,2/4,Järvamaa,,,Penna-Rosenstrauch,105,,"Oh se-da här-tu här-ra-kes-ta, kul-da-kroo-ni prou-a-kes-ta.",,Penna-Rosenstrauch (105),129. Järvamaa,Võru,,1365,,,,"Oh seda härtu härrakesta, kuldakrooni prouakesta."
,130,0130-r,4,,2/4,Ambla,,,J.Välbe,118,,"Mi-na mees pe-re-me poe-ga, tei-ne mees me-re-me poe-ga.",,J.Välbe (118),130. Ambla,Võru Karula,,1365,,,,"Mina mees pereme poega, teine mees mereme poega."
,131,0131-r,4,,2/4,Järvamaa,,,Penna-Rosenstrauch,128,,"Muul maal o-li mul-lu lõu-na, Hii-u-maal o-li hil-ja lõu-na.",,Penna-Rosenstrauch (128),131. Järvamaa,Võrumaa,,1365,,,,"Muul maal oli mullu lõuna, Hiiumaal oli hilja lõuna."
19,132,0132-r,4,,2/4,Ambla,,,J.Välbe,221,,"Las-ke sis-se san-di-mar-did, san-di-mar-did, _ _ sak-sa poi-sid.",,J.Välbe (221),132. Ambla,,,1365,,,,"Laske sisse sandimardid, sandimardid, saksa poisid."
,133,0133-r,4,,2/4,Jõhvi,,,Penna-Sildnik,14,b,Mi-na te-o-poi-si-ke-ne...,,Penna-Sildnik (14) b,133. Jõhvi,,,1365,,,,Mina teopoisikene...
,134,0134-r,4,,2/4,Järva-Jaani,,,Välbe-Martin-Rosenstrauch,72,,"Oh te vae-sed te-o-poi-sid, mõ-ned on hul-gas mõi-sa-poi-sid.",,Välbe-Martin-Rosenstrauch (72),134. Järva-Jaani,,,1365,,,,"Oh te vaesed teopoisid, mõned on hulgas mõisapoisid."
,135,0135-r,4,,2/4,Peetri,,,Viljak-Rosenstrauch,14,,"E-ma-ke-ne, mem-me-ke-ne, pa-ne Sa tü-tar me-he-le.",,Viljak-Rosenstrauch (14),135. Peetri,,,1365,,,,"Emakene, memmekene, pane Sa tütar mehele."
,136,0136-r,4,,2/4,Järva-Madise,,,P.Penna,92/6,,"Oh mi-na vae-ne te-o-poiss, _ _ o-len töös-ta tü-di-nud. _ _ ",,P.Penna (92/6),136. Järva-Madise,,,1365,,,,"Oh mina vaene teopoiss, olen töösta tüdinud. "
,137,0137-r,4,,2/4,Saaremaa,,,Süda-Liiv,8,,"O-leks _ _ mi-nu-o-le--mi-ne, tei-seks mi-nu te-ge-mi-ne.",,Süda-Liiv (8),137. Saaremaa,,,1365,,,,"Oleks minuolemine, teiseks minu tegemine."
,138,0138-r,4,,2/4,Peetri,,,Viljak-Rosenstrauch,8,,"A-le mul tu-li ar-mu pea-le, nutt tu-li noo-re _ _ nei-u pea-le.",,Viljak-Rosenstrauch (8),138. Peetri,,,1365,,,,"Ale mul tuli armu peale, nutt tuli noore neiu peale."
,139,0139-r,4,,2/4,Kose,,,K.Viljak,3,,"Oh me vae-sed os-tu-or-jad, os-tu-or-jad, peas-tu-pär-jad.",,K.Viljak (3),139. Kose,,,1365,,,,"Oh me vaesed ostuorjad, ostuorjad, peastupärjad."
20,140,0140-r,4,,2/4,Vändra,,,Saar,32,,"Ei-da-ke-ne hel-la-ke-ne, taa-di-ke-ne ven-ni-ke-ne.",,Saar (32),140. Vändra,,,1365,,,,"Eidakene hellakene, taadikene vennikene."
,141,0141-r,4,,2/4,Harju-Jaani,,,K.Viljak,19,,"Vii-ge, vii-ge, mis te vii-te, ta-lu-ta-ge, kus te tah-te.",,K.Viljak (19),141. Harju-Jaani,,,1365,,,,"Viige, viige, mis te viite, talutage, kus te tahte."
,142,0142-r,4,,2/4,Järva-Madise,,,P.Penna,97/1,,"Kõrr, kõrr, kõrr, kõrr, kõrt-si-nai-ne...",,P.Penna (97/1),142. Järva-Madise,,,1365,,,,"Kõrr, kõrr, kõrr, kõrr, kõrtsinaine..."
,143,0143-r,4,,2/4,Kuusalu,,,Viljak-Vilberg,70,,"Neit-si-ke-sed nuo-ru-ke-sed, kir-ju-pih-ta pee-ni-ke-sed.",,Viljak-Vilberg (70),143. Kuusalu,,,1365,,,,"Neitsikesed nuorukesed, kirjupihta peenikesed."
,144,0144-r,4,,2/4,Ambla,,,J.Välbe,135,,"Me-si-la-ne, lin-nu-ke-ne, parm o-li tei-seks poi-si-ke-ne.",,J.Välbe (135),144. Ambla,,,1365,,,,"Mesilane, linnukene, parm oli teiseks poisikene."
,145,0145-r,4,,2/4,Harju-Jaani,,,Viljak-Vilberg,34,,"Mei-e kub-jas kul-la-ke, kil--ter kii-du-ven-ni-ke.",,Viljak-Vilberg (34),145. Harju-Jaani,,,1365,,,,"Meie kubjas kullake, kilter kiiduvennike."
,146,0146-r,4,,2/4,Kadrina,,,K.Viljak,71,,"Lõ-pe, lõ-pe, põl-lu-ke-ne, lõ-pe, põl-du, põi-mi-des-sa.",,K.Viljak (71),146. Kadrina,,,1365,,,,"Lõpe, lõpe, põllukene, lõpe, põldu, põimidessa."
,147,0147-r,4,,2/4,Paistu,,,Aavik-Sakeus,82,,"Ven-na-kei-se _ _ noo--re-kei-se, _ _ ven-na-kei-se noo-re-kei-se.",,Aavik-Sakeus (82),147. Paistu,,,1365,,,,"Vennakeise noorekeise, vennakeise noorekeise."
21,148,0148-r,4,,2/4,Tartu-Maarja,,,Liiv-Raja,18,,"Ki-vis-ti-kun, kan-nas-ti-kun, sääl ma sõ-nu sää-de-le-si.",,Liiv-Raja (18),148. Tartu-Maarja,,,1365,,,,"Kivistikun, kannastikun, sääl ma sõnu säädelesi."
,149,0149-r,4,,2/4,Türi,,,Siimer,4,,"Jaa-ni ai-ta rai-u-tak-se, Jaa-ni ai-ta rai-u-tak-se.",,Siimer (4),149. Türi,,,1365,,,,"Jaani aita raiutakse, Jaani aita raiutakse."
,150,0150-r,4,,2/4,Jõhvi,,,Penna-Sildnik,34,c,"Ja-ko-bi-ke, Jaa-ni-ke-ne...",,Penna-Sildnik (34) c,150. Jõhvi,,,1365,,,,"Jakobike, Jaanikene..."
,151,0151-r,4,,2/4,Martna,,,C.Kreek,18,,"Ka-du-gu see kat-su-mi-ne, noo-re-põl-ve nop-pi-mi-ne.",,C.Kreek (18),151. Martna,,,1365,,,,"Kadugu see katsumine, noorepõlve noppimine."
,152,0152-r,4,,2/4,Suure-Jaani,,,Saar-Siimer,98,,Kes tõi sõ-ja sõ-nu-mi-da? Kä-gu tõi sõ-ja sõ-nu-mi-da.,,Saar-Siimer (98),152. Suure-Jaani,,,1365,,,,Kes tõi sõja sõnumida? Kägu tõi sõja sõnumida.
,153,0153-r,8,,2/4,Lääne-Nigula,,,C.Kreek,10,,"Oh se-da uh-ket Pii-bu-Mar-ti: kord tal o-li kos-ja min-na; ei põ-le rii-et sel-ga pan-na, kuub o-li kü-last kuu-la-tud.",,C.Kreek (10),153. Lääne-Nigula,,,1365,,,,"Oh seda uhket PiibuMarti: kord tal oli kosja minna; ei põle riiet selga panna, kuub oli külast kuulatud."
,154,0154-r,4,,2/4,Paistu,1887,,Lähteenkorva,345,,"O-le mi-na loo-du luu-le-jas-se, o-le mi-na loo-du luu-le-jas-se.",,Lähteenkorva (345),"154. Paistu, 1887",,,1365,,,,"Ole mina loodu luulejasse, ole mina loodu luulejasse."
22,155,0155-r,4,,C,Kadrina,,,K.Viljak,83,,"Kii---ge se---pad, el-lad ven-nad.",,K.Viljak (83),155. Kadrina,,,1365,,,,"Kiige sepad, ellad vennad."
,156,0156-r,2,,2/4,Pöide,,,Fr.Paulmeister,21,,-,,Fr.Paulmeister (21),156. Pöide,,,1365,,,,
,157,0157-r,4,,6/8,Simititsa,,,P.Penna - K.Luud,42a,,E: Läh-me _ _ uu-ta _ _ kat-su-mai-e. K: Läh-me _ _ uu-ta _ _ kat-su-mai-e.,,P.Penna - K.Luud (42a),157. Simititsa,,,1365,,,,E: Lähme uuta katsumaie. K: Lähme uuta katsumaie.
,158,0158-r,4,,6/8,Simititsa,,,P.Penna - K.Luud,42b,,E: Lä-äh-me uu--ta ka-at-su-mai-e. K: Lä-äh-me uu--ta ka-at-su-mai-e.,,P.Penna - K.Luud (42b),158. Simititsa,,,1365,,,,E: Läähme uuta kaatsumaie. K: Läähme uuta kaatsumaie.
,159,0159-r,4,,6/8,Jõhvi,,,Penna-Luud,140,,"E: Kii-gu ik-ka, lau-la ik-ka. K: Kii-gu ik-ka, lau-la ik-ka.",,Penna-Luud (140),159. Jõhvi,,,1365,,,,"E: Kiigu ikka, laula ikka. K: Kiigu ikka, laula ikka."
,160,0160-r,4,,6/8,Järva-Madise,,,Topmann-Rahamägi,5,,"E: Nõ-ret, nõ-ret, nõe-la-ke-ne. K: Nõ-ret, nõ-ret, nõe-la-ke-ne.",,Topmann-Rahamägi (5),160. Järva-Madise,,,1365,,,,"E: Nõret, nõret, nõelakene. K: Nõret, nõret, nõelakene."
,161,0161-r,2,,2/4,Järvamaa,,,Penna-Rosenstrauch,96,,"Pe-re-mees, pe-re-me-hi-ke.",,Penna-Rosenstrauch (96),161. Järvamaa,,,1365,,,,"Peremees, peremehike."
,162,0162-r,4,,2/4,Kuusalu,,,Viljak-Vilberg,66,,"Kii-gu, kii-gu, kii-ge-ke-ne, kii-gu, kii-ke, kõr-ge-el-le.",,Viljak-Vilberg (66),162. Kuusalu,,,1365,,,,"Kiigu, kiigu, kiigekene, kiigu, kiike, kõrgeelle."
23,163,0163-r,4,,2/4,Jõhvi,,,Penna-Sildnik,7,14/5,Är-ge löö-ge vaes-ta las-ta...,,Penna-Sildnik (7) 14/5,163. Jõhvi,,,1365,,,,Ärge lööge vaesta lasta...
,164,0164-r,4,,2/4,Koeru ja Järva-Jaani,,,Välbe-Martin-Rosenstrauch,235,,"Lõ-pe, lõ-pe, põl-lu-ke...",,Välbe-Martin-Rosenstrauch (235),164. Koeru ja Järva-Jaani,,,1365,,,,"Lõpe, lõpe, põlluke..."
,165,0165-r,4,,2/4,Tarvastu,,,J.Müür,26,,"Tee-me, tee-me, mis me tee-me, saa-me, saa-me, mis me saa-me.",,J.Müür (26),165. Tarvastu,,,1365,,,,"Teeme, teeme, mis me teeme, saame, saame, mis me saame."
,166,0166-r,4,,2/4,Puhja,,,Pehka-Eisenschmidt,20,,"Mei-e kak-si vaes-ta las-ta e--ma, ä-ti hau-a pääl.",,Pehka-Eisenschmidt (20),166. Puhja,,,1365,,,,"Meie kaksi vaesta lasta ema, äti haua pääl."
,167,0167-r,4,,2/4,Jõhvi,,,Penna-Sildnik,9,b,Kui mi-na hak-kan _ _ lau-le-mai-e...,,Penna-Sildnik (9) b,167. Jõhvi,,,1365,,,,Kui mina hakkan laulemaie...
,168,0168-r,4,,2/4 2/4 6/8 2/4,Kuusalu,,,Viljak-Vilberg,117,,"Te-re, te-re, saa--ja-ke-ne!
Oi, li-ha lee-mes-se
la-gu-si!",,Viljak-Vilberg (117),168. Kuusalu,,,1365,,,,"Tere, tere, saajakene!
Oi, liha leemesse
lagusi!"
,169,0169-r,5,,2/4,Simititsa,,,Penna-Luud,2,,"E: Mui--le, mui-le, ei--de-ke-ne. K: Mui-le, mui-le, ei--de-ke-ne.",,Penna-Luud (2),169. Simititsa,,,1365,,,,"E: Muile, muile, eidekene. K: Muile, muile, eidekene."
,170,0170-r,4,,6/8,Jõhvi,,,Penna-Luud,114,,"E: Po-e põl-du, _ _ pee-na-ras-se. K:",,Penna-Luud (114),170. Jõhvi,,,1365,,,,"E: Poe põldu, peenarasse. K:"
24,171,0171-r,2,,6/8,Kuusalu,,,Viljak-Vilberg,89,,Neit-si--kä-sed _ _ nu-o-ru-ka-sed.,,Viljak-Vilberg (89),171. Kuusalu,,,1365,,,,Neitsikäsed nuorukased.
,172,0172-r,2,,6/8,Kuusalu,,,Viljak-Vilberg,74,,Las mi-na hak-kan _ _ lau-le---mai-e.,,Viljak-Vilberg (74),172. Kuusalu,,,1365,,,,Las mina hakkan laulemaie.
,173,0173-r,2,,6/8,Kuusalu,,,Viljak-Vilberg,107,,"Tul-ga _ _ kii-ga-le, kü--la _ _ nai-sed.",,Viljak-Vilberg (107),173. Kuusalu,,,1365,,,,"Tulga kiigale, küla naised."
,174,0174-r,4,,2/4,Ambla,,,J.Välbe,183,,"Kui mi-na hak-kan lau-le-mai-e, lau-le-mai-e, luu-le-mai-e.",,J.Välbe (183),174. Ambla,,,1365,,,,"Kui mina hakkan laulemaie, laulemaie, luulemaie."
,175,0175-r,8,,2/4,Väike-Maarja,,,P.Penna,171,,"Muud suu-red su-gu-de pea-le, uh-ked õ-de-de pea-le, _ _ 
kel-le pea-le mi-na vae-ne, mul po-le su-gu siin-na maal. _ _ ",,P.Penna (171),175. Väike-Maarja,,,1365,,,,"Muud suured sugude peale, uhked õdede peale, 
kelle peale mina vaene, mul pole sugu siinna maal. "
,176,0176-r,4,,2/4,Tartu-Maarja,,,Liiv-Raja,13,,"E: E-mä-ke-ne, mem-me-ke-ne, K: mis said a-bi mi-nu-us-ta?",,Liiv-Raja (13),176. Tartu-Maarja,,,1365,,,,"E: Emäkene, memmekene, K: mis said abi minuusta?"
,177,0177-r,3,,2/4,Kuusalu,,,Viljak-Vilberg,94,,"Käi Sa, _ _ kii--ke, _ _ kau--ge--el-le.",,Viljak-Vilberg (94),177. Kuusalu,,,1365,,,,"Käi Sa, kiike, kaugeelle."
25,178,0178-r,4,,2/4,Iisaku,,,Penna-Luud,125,,"E: Õit-se-li-sed, päi-tse-li-sed K: ...",,Penna-Luud (125),178. Iisaku,,,1365,,,,"E: Õitselised, päitselised K: ..."
,179,0179-r,4,,2/4,Jõhvi,,,Penna-Luud,142,,Läh-me kii-ke kii-ke-mai-e...,,Penna-Luud (142),179. Jõhvi,,,1365,,,,Lähme kiike kiikemaie...
,180,0180-r,4,,2/4,Kuusalu,,,Viljak-Vilberg,60,,"Oh mi-na vae-ne vir-be-la-ne, vir-be-la-ne, vär-be-la-ne.",,Viljak-Vilberg (60),180. Kuusalu,,,1365,,,,"Oh mina vaene virbelane, virbelane, värbelane."
,181,0181-r,5,,2/4,Puhja,,,Pehka-Eisenschmidt,11,,"Te-re, här-tu här-a-ke-ne, te-re, kul-da-kroo-ni prou-a-ke.",,Pehka-Eisenschmidt (11),181. Puhja,,,1365,,,,"Tere, härtu härakene, tere, kuldakrooni prouake."
,182,0182-r,4,,2/4,Puhja,,,Pehka-Eisenschmidt,43,,"Lii-van mu li-na te-gi-ja, lii-van mu li-na te-gi-ja.",,Pehka-Eisenschmidt (43),182. Puhja,,,1365,,,,"Liivan mu lina tegija, liivan mu lina tegija."
,183,0183-r,4,,2/4,Paistu,,,Lähteenkorva,346,,"E: E-mä-ke-ne, mem-me-ke-ne, K: e-mä-ke-ne, mem-me-ke-ne.",,Lähteenkorva (346),183. Paistu,,,1365,,,,"E: Emäkene, memmekene, K: emäkene, memmekene."
